,audienceRating,Genre,criticRating,timeMin,grossMillions,Movie,Vote,Year
2862,7.6,Biography,87,133,75.61,Le stratège,305271,2011
2863,6.6,Comedy,63,109,55.8,Sexe entre amis,295931,2011
2864,7.7,Comedy,72,100,35.01,50/50,287740,2011
2865,7.1,Action,56,127,85.47,Real Steel,270370,2011
2866,7.5,Adventure,83,126,73.86,Hugo Cabret,267085,2011
2867,5.6,Action,39,114,116.6,Green Lantern,237839,2011
2868,6.8,Comedy,75,125,169.11,Mes meilleures amies,234463,2011
2869,6.9,Action,56,113,63.69,Sans identité,223496,2011
2870,6.8,Action,64,117,51.58,Le territoire des loups,216459,2011
2871,7.3,Comedy,84,115,82.58,The Descendants,215086,2011
2872,7.1,Romance,60,106,62.5,L'agence,214074,2011
2873,6.1,Action,33,110,36.39,Sucker Punch,209453,2011
2874,6.1,Action,36,109,55.1,Numéro Quatre,207245,2011
2875,7.0,Adventure,57,104,37.41,Paul,207196,2011
2876,7.3,Animation,67,90,165.25,Kung Fu Panda 2,206106,2011
2877,7.9,Comedy,89,100,44.67,The Artist,204797,2011
2878,7.2,Animation,75,107,123.48,Rango,200662,2011
2879,7.1,Drama,67,101,40.96,Les marches du pouvoir,200027,2011
2880,4.9,Adventure,45,117,281.29,"Twilight: Chapitre 4 - Révélation, 1ère partie",194808,2011
2881,6.6,Drama,70,106,75.66,Contagion,191269,2011
2882,7.4,Animation,68,107,77.59,Les aventures de Tintin: Le secret de la Licorne,190057,2011
2883,6.4,Comedy,33,117,103.03,Le mytho - Just Go with It,187646,2011
2884,7.3,Crime,63,118,58.01,La défense Lincoln,186254,2011
2885,6.0,Action,50,119,100.24,Cowboys et envahisseurs,184835,2011
2886,6.2,Comedy,50,108,70.66,Sex Friends,183973,2011
2887,6.9,Animation,63,96,143.62,Rio,178870,2011
2888,8.4,Drama,95,123,7.1,Une séparation,173237,2011
2889,5.7,Comedy,47,92,100.29,Bad Teacher,171244,2011
2890,6.8,Action,65,111,40.26,Hanna,167973,2011
2891,7.6,Action,73,101,4.11,The Raid,162670,2011
2892,7.1,Drama,85,122,24.15,La taupe,162463,2011
2893,5.8,Action,37,116,83.55,World Invasion: Battle Los Angeles,161472,2011
2894,7.2,Drama,72,101,4.0,Shame,160447,2011
2895,6.8,Drama,85,139,13.3,The tree of life - l'arbre de vie,147746,2011
2896,6.0,Action,46,110,83.5,Les immortels,146122,2011
2897,6.3,Comedy,39,112,37.08,Échange standard,145363,2011
2898,5.8,Action,39,119,98.78,The Green Hornet,143041,2011
2899,7.1,Drama,80,135,3.03,Melancholia,141967,2011
2900,6.6,Action,49,93,29.12,Le flingueur,132931,2011
2901,7.2,Drama,72,146,79.88,Cheval de guerre,126826,2011
2902,6.7,Animation,65,90,149.26,Le chat potté,123910,2011
2903,7.1,Comedy,58,124,75.62,Nouveau départ,119833,2011
2904,6.2,Animation,57,106,191.45,Cars 2,119583,2011
2905,7.0,Drama,48,107,13.84,Un jour,117970,2011
2906,6.2,Action,59,104,78.05,Le casse de Central Park,117387,2011
2907,7.6,Drama,70,120,3.19,La piel que habito,113813,2011
2908,6.5,Action,44,116,25.12,Killer Elite,112228,2011
2909,6.2,Horror,52,111,38.18,Scream 4,111454,2011
2910,7.5,Drama,68,112,1.74,We Need to Talk About Kevin,110571,2011
2911,6.6,Biography,59,137,37.31,J. Edgar,109929,2011
2912,5.9,Comedy,45,105,45.06,B.A.T (bon à tirer),108891,2011
2913,7.2,Comedy,61,80,2.55,Carnage,104644,2011
2914,6.2,Horror,49,103,16.93,The Thing,103419,2011
2915,5.7,Action,41,87,29.14,Priest,102951,2011
2916,6.9,Drama,52,120,58.71,De l'eau pour les éléphants,100938,2011
2917,7.1,Drama,76,107,5.35,Margin Call,100570,2011
2918,5.4,Fantasy,29,100,37.66,Le chaperon rouge,97202,2011
2919,6.3,Action,46,101,8.31,"Johnny English, le retour",96715,2011
2920,4.3,Action,34,96,51.77,Ghost Rider 2: L'esprit de vengeance,95813,2011
2921,5.8,Action,35,110,20.38,Les Trois Mousquetaires,94334,2011
2922,6.2,Comedy,56,119,13.1,Rhum Express,91223,2011
2923,5.9,Horror,50,92,42.59,Destination Finale 5,91005,2011
2924,6.4,Comedy,64,106,18.3,Fright Night,90179,2011
2925,6.4,Biography,54,105,30.02,La dame de fer,89880,2011
2926,5.5,Adventure,31,102,21.6,Votre majesté,89681,2011
2927,6.6,Action,75,88,1.02,Attack the Block,88527,2011
2928,6.9,Adventure,46,129,31.85,Extrêmement fort et incroyablement près,88323,2011
2929,6.5,Biography,76,99,5.7,A Dangerous Method,87825,2011
2930,7.6,Crime,72,96,1.2,Headhunters,86502,2011
2931,5.2,Action,36,113,21.3,Conan,86417,2011
2932,5.4,Action,44,104,10.71,Hell Driver,86070,2011
2933,6.1,Action,49,83,37.05,30 minutes maximum,83097,2011
2934,6.4,Action,45,108,36.67,Colombiana,81953,2011
2935,5.8,Horror,59,83,104.01,Paranormal Activity 3,81617,2011
2936,6.0,Drama,38,114,33.05,Le rite,81107,2011
2937,5.4,Action,28,95,24.83,Le dernier des Templiers,81002,2011
2938,7.3,Comedy,62,124,46.41,Indian Palace,80741,2011
2939,7.0,Drama,66,92,1.32,Another Earth,80088,2011
2940,7.1,Adventure,75,103,88.63,"Les Muppets, le retour",78960,2011
2941,6.4,Comedy,60,90,24.81,Our Idiot Brother,78167,2011
2942,7.4,Drama,85,121,1.73,Take Shelter,77067,2011
2943,6.8,Comedy,64,92,4.17,Fight Games,76201,2011
2944,7.0,Biography,65,99,14.6,My Week with Marilyn,75926,2011
2945,5.8,Action,67,93,18.94,Piégée,75891,2011
2946,1.6,Documentary,52,105,73.01,Justin Bieber: Never Say Never,74727,2011
2947,6.0,Comedy,53,94,68.22,M. Popper et ses pingouins,73951,2011
2948,5.5,Animation,30,103,142.61,Les Schtroumpfs,72625,2011
2949,6.5,Horror,66,95,18.47,You're Next,71971,2011
2950,5.7,Comedy,22,113,54.54,Happy New Year,71517,2011
2951,7.3,Comedy,78,96,5.36,L'Irlandais,70335,2011
2952,7.4,Drama,76,120,11.24,Jane Eyre,69857,2011
2953,5.1,Action,25,106,28.09,Identité secrète,68831,2011
2954,5.6,Drama,40,86,27.87,Sortilège,68829,2011
2955,6.8,Comedy,44,97,0.04,"Les Boloss - Inbetweeners, le film",68734,2011
2956,6.3,Comedy,71,94,16.31,Young Adult,68600,2011
2957,3.4,Comedy,23,91,74.16,Jack et Julie,65712,2011
2958,6.1,Comedy,35,106,14.01,(S)ex List,64047,2011
2959,7.7,Drama,52,98,0.07,Detachment,63947,2011
2960,6.7,Crime,62,102,1.99,Killer Joe,63903,2011
2961,7.2,Comedy,56,105,0.12,God Bless America,63631,2011
2962,5.7,Comedy,39,81,30.54,Baby-sitter malgré lui,63263,2011
2963,6.3,Adventure,61,90,35.03,Le Joyeux Noël d'Harold et Kumar,59061,2011
2964,6.5,Comedy,60,83,4.24,"Jeff, Who Lives at Home",58134,2011
2965,6.2,Action,55,114,19.49,L'aigle de la neuvième légion,57746,2011
2966,6.8,Action,43,129,0.54,Machine Gun,57106,2011
2967,6.2,Action,50,88,1.1,Red State,56781,2011
2968,7.1,Biography,52,109,1.36,The Devil's Double,56416,2011
2969,6.5,Horror,53,102,0.0,La maison des ombres,56076,2011
2970,6.0,Drama,35,84,21.28,Dream House,55444,2011
2971,6.8,Comedy,58,107,9.03,Des saumons dans le désert,55389,2011
2972,6.1,Comedy,41,98,35.61,Il n'est jamais trop tard,54231,2011
2973,6.7,Drama,68,86,3.41,À la folie,52157,2011
2974,4.9,Action,18,89,21.43,The Darkest Hour - En 3D,52153,2011
2975,5.9,Comedy,36,112,39.05,Duo à trois,51430,2011
2976,6.8,Biography,75,99,9.2,Bernie,50543,2011
2977,6.6,Drama,36,83,1.43,Le jour où je l'ai rencontrée,50419,2011
2978,7.2,Comedy,75,106,10.18,Les Winners,50315,2011
2979,5.2,Horror,24,86,17.69,Apollo 18,49408,2011
2980,5.9,Adventure,42,108,23.07,Sanctum,49381,2011
2981,5.2,Comedy,30,102,80.36,Zookeeper - Le Héros des animaux,48707,2011
2982,5.7,Comedy,36,110,33.04,"Arthur, un amour de milliardaire",47310,2011
2983,7.1,Drama,55,92,0.0,Perfect Sense,47254,2011
2984,6.3,Comedy,42,97,6.92,Une soirée d'enfer,46365,2011
2985,5.3,Comedy,46,111,48.48,Le dilemme,46215,2011
2986,6.0,Animation,53,84,99.97,Gnomeo et Juliette,45775,2011
2987,6.1,Horror,33,92,0.0,Grave Encounters,44662,2011
2988,7.1,Action,49,148,3.68,"Don, le retour du roi",43563,2011
2989,6.9,Drama,75,102,2.98,Martha Marcy May Marlene,43299,2011
2990,6.7,Drama,60,91,0.97,Le complexe du castor,42987,2011
2991,7.6,Drama,46,146,0.01,Sacrifices of War,42373,2011
2992,6.2,Action,38,105,0.04,Le pacte,41092,2011
2993,7.1,Animation,69,97,46.46,Mission: Noël - Les aventures de la famille Noël,40931,2011
2994,5.9,Comedy,58,113,51.8,Footloose,40454,2011
2995,6.1,Action,55,86,0.7,Hobo with a Shotgun,39728,2011
2996,7.1,Biography,53,112,43.85,Soul Surfer,38696,2011
2997,7.1,Biography,50,106,1.19,Kill the Irishman,38032,2011
2998,6.2,Comedy,55,107,7.25,Friends with Kids,37929,2011
2999,6.2,Comedy,53,100,7.2,Drôles d'oiseaux,37417,2011
3000,5.3,Crime,37,91,0.02,Effraction,37096,2011
3001,6.2,Action,42,121,0.0,Le sang des templiers,36416,2011
3002,6.9,Drama,50,130,4.46,Anonymous,36367,2011
3003,5.8,Adventure,43,109,23.19,Bienvenue à Monte Carlo,36074,2011
3004,5.9,Animation,50,100,64.01,Happy Feet 2,35405,2011
3005,6.3,Comedy,70,87,6.86,Bienvenue à Cedar Rapids,33882,2011
3006,4.8,Action,60,156,2.51,Voltage,33481,2011
3007,6.8,Adventure,63,102,0.18,The Hunter,33030,2011
3008,5.8,Drama,28,112,0.02,The Divide,32198,2011
3009,4.4,Drama,56,127,0.3,Au pays du sang et du miel,32198,2011
3010,4.9,Drama,23,91,37.3,La colocataire,31230,2011
3011,7.8,Crime,82,157,0.14,Il était une fois en Anatolie,30201,2011
3012,3.9,Horror,17,91,0.12,The Human Centipede II (Full Sequence),29674,2011
3013,6.4,Crime,67,95,0.03,Kill List,29661,2011
3014,5.5,Horror,64,101,0.08,The Innkeepers,29350,2011
3015,7.2,Drama,70,102,0.0,Malveillance,29059,2011
3016,6.4,Comedy,37,87,0.0,Hold-Up$,28980,2011
3017,5.8,Action,45,110,10.32,Chiens de paille,28942,2011
3018,6.7,Comedy,61,118,0.14,This Must Be the Place,28446,2011
3019,6.2,Drama,79,123,0.76,Ennemis jurés,28419,2011
3020,7.9,Documentary,77,81,2.55,Jiro Dreams of Sushi,28180,2011
3021,5.3,Drama,57,101,0.04,Sleeping Beauty,27688,2011
3022,6.7,Comedy,53,100,1.8,Oh My God!,27500,2011
3023,8.5,Documentary,65,102,2.6,Samsara,26608,2011
3024,7.6,Drama,65,92,0.02,Tyrannosaur,26384,2011
3025,5.5,Animation,41,95,108.09,Hop,26335,2011
3026,5.9,Action,37,98,0.0,Secret Identity,25645,2011
3027,4.4,Animation,24,87,133.11,Alvin et les Chipmunks 3,25303,2011
3028,6.3,Comedy,14,106,0.01,A Little Bit of Heaven,25028,2011
3029,6.6,Comedy,68,116,1.24,Take This Waltz,24406,2011
3030,6.7,Comedy,72,90,1.57,"Ma meilleure amie, sa soeur et moi",23457,2011
3031,7.4,Drama,87,87,1.38,Le gamin au vélo,23105,2011
3032,7.7,Drama,81,97,0.46,Week-end,22828,2011
3033,7.5,Animation,71,91,1.0,La colline aux coquelicots,22826,2011
3034,4.0,Horror,22,90,18.87,Shark 3D,22053,2011
3035,4.4,Action,22,107,37.92,Big Mamma: de père en fils,21716,2011
3036,7.6,Comedy,66,103,1.53,Delhi Belly,21617,2011
3037,6.6,Comedy,51,99,52.7,Le journal d'un dégonflé: Rodrick fait sa loi,21165,2011
3038,6.7,Drama,57,113,3.01,Albert Nobbs,21050,2011
3039,5.8,Crime,70,108,0.97,Rampart,21036,2011
3040,6.1,Comedy,61,100,0.2,10 ans déjà,20802,2011
3041,6.3,Comedy,42,97,0.0,Chalet Girl,20664,2011
3042,6.9,Biography,54,100,0.07,Puncture,20449,2011
3043,5.3,Drama,49,86,12.56,Silent House,19747,2011
3044,7.4,Crime,68,129,0.15,Bullhead,19358,2011
3045,6.9,Drama,64,113,72.29,L'incroyable histoire de Winter le dauphin,19291,2011
3046,6.2,Comedy,44,95,0.15,A Good Old Fashioned Orgy,19010,2011
3047,5.4,Animation,49,88,21.38,Milo sur Mars,18768,2011
3048,6.0,Horror,58,101,0.0,The Woman,18763,2011
3049,5.4,Fantasy,45,100,0.07,Intruders,18650,2011
3050,4.6,Action,41,130,0.0,Bodyguard,18486,2011
3051,6.2,Comedy,40,90,0.07,La famille Pickler,18465,2011
3052,6.6,Drama,67,85,0.41,Sound of My Voice,18059,2011
3053,4.9,Comedy,38,89,9.66,Mais comment font les femmes?,17598,2011
3054,3.6,Action,37,89,38.54,Spy Kids: All the Time in the World in 4D,17555,2011
3055,7.2,Animation,74,63,26.69,Winnie l'Ourson,17212,2011
3056,7.5,Comedy,82,94,2.01,Monsieur Lazhar,17170,2011
3057,7.2,Comedy,82,93,0.61,Le Havre,17084,2011
3058,6.9,Action,53,131,0.06,San siu lam zi,17051,2011
3059,5.7,Comedy,28,99,0.0,Hick,17012,2011
3060,6.6,Drama,34,101,0.01,The Ledge,16761,2011
3061,7.0,Drama,42,129,34.52,Courageous,16559,2011
3062,5.7,Crime,49,105,0.05,Killing Fields,16224,2011
3063,6.4,Action,37,109,0.01,Forces spéciales,16031,2011
3064,6.8,Drama,47,91,0.16,Restless,15989,2011
3065,7.7,Drama,84,95,0.1,"Oslo, 31 août",15478,2011
3066,5.1,Crime,36,90,0.03,Un flic pour cible,15071,2011
3067,6.6,Biography,66,119,0.01,Les crimes de Snowtown,14708,2011
3068,7.3,Comedy,49,109,0.34,Starbuck,14500,2011
3069,7.4,Drama,74,82,0.13,Tomboy,14414,2011
3070,6.2,Drama,43,110,0.1,360,14285,2011
3071,7.7,Documentary,58,95,0.25,Life in a Day,13944,2011
3072,7.2,Drama,64,98,1.76,A Better Life,13940,2011
3073,7.3,Documentary,74,107,0.22,Into the Abyss,13940,2011
3074,6.5,Drama,61,150,0.05,Margaret,13903,2011
3075,6.6,Documentary,66,90,0.64,Super Cash Me,13837,2011
3076,5.4,Comedy,50,104,10.13,Prom,13565,2011
3077,5.8,Comedy,45,93,0.0,Detention,13472,2011
3078,5.5,Comedy,39,107,3.02,From Prada to Nada,12823,2011
3079,6.3,Drama,82,98,1.12,The Deep Blue Sea,12751,2011
3080,5.6,Action,31,113,0.02,5 Days of War,12663,2011
3081,7.7,Documentary,83,103,3.52,Pina,12639,2011
3082,7.4,Drama,53,120,0.0,Café de Flore,12578,2011
3083,7.1,Action,62,115,0.01,Swordsmen,12114,2011
3084,5.7,Drama,28,97,4.75,Atlas Shrugged: Part I,11886,2011
3085,7.8,Drama,80,155,0.05,Le cheval de Turin,11871,2011
3086,7.6,Comedy,60,95,0.0,Medianeras,11732,2011
3087,7.3,Crime,74,127,0.17,Polisse,11698,2011
3088,6.7,Comedy,64,102,0.48,Habemus Papam,11620,2011
3089,4.0,Horror,26,90,0.0,11,11424,2011
3090,5.2,Action,41,87,0.02,The Day,11251,2011
3091,6.6,Comedy,53,108,0.0,La délicatesse,11191,2011
3092,5.9,Comedy,46,90,0.36,Love Next Door,11170,2011
3093,6.3,Drama,37,119,0.58,W.E.,10618,2011
3094,4.8,Animation,20,86,10.14,La vengeance du Petit Chaperon Rouge,10432,2011
3095,6.1,Action,43,88,0.02,Violet & Daisy,10187,2011
3096,3.3,Comedy,9,97,2.33,Bucky Larson: Born to Be a Star,10029,2011
3097,6.7,Adventure,32,130,0.0,Or noir,9894,2011
3098,7.3,Drama,87,109,0.02,Elena,9781,2011
3099,7.1,Comedy,53,101,0.0,That's What I Am,9576,2011
3100,8.4,Action,78,164,448.14,The Dark Knight Rises,1270260,2012
3101,8.4,Drama,81,165,162.81,Django Unchained,1088427,2012
3102,8.1,Action,69,143,623.36,Avengers,1076804,2012
3103,7.2,Adventure,68,142,408.01,Hunger Games,755305,2012
3104,7.9,Adventure,58,169,303.0,Le Hobbit: Un voyage inattendu,685881,2012
3105,7.8,Comedy,81,122,132.09,Happiness Therapy,582010,2012
3106,7.8,Action,81,143,304.36,Skyfall,561010,2012
3107,7.0,Adventure,65,124,126.48,Prometheus,508707,2012
3108,7.0,Comedy,62,106,218.82,Ted,508179,2012
3109,7.7,Biography,86,120,136.03,Argo,497503,2012
3110,7.9,Adventure,79,127,124.99,L'odyssée de Pi,489876,2012
3111,7.0,Action,66,136,262.03,The Amazing Spider-Man,489786,2012
3112,7.4,Action,84,113,66.49,Looper,467523,2012
3113,7.2,Action,69,109,138.45,21 Jump Street,446706,2012
3114,8.0,Drama,67,102,17.74,Le monde de Charlie,392097,2012
3115,7.0,Horror,72,95,42.07,La cabane dans les bois,308816,2012
3116,7.5,Action,55,172,27.11,Cloud Atlas,308048,2012
3117,7.2,Animation,69,93,237.28,Rebelle,306618,2012
3118,7.7,Animation,72,101,189.42,Les mondes de Ralph,302302,2012
3119,6.8,Action,58,106,179.02,Men in Black 3,285752,2012
3120,7.3,Drama,76,138,93.77,Flight,283623,2012
3121,7.8,Adventure,84,94,45.51,Moonrise Kingdom,265199,2012
3122,7.6,Drama,63,158,148.81,Les Misérables,265144,2012
3123,6.6,Action,51,103,85.02,Expendables 2: Unité spéciale,263714,2012
3124,7.0,Action,50,130,80.07,Jack Reacher,260710,2012
3125,6.3,Action,45,92,139.85,Taken 2,257346,2012
3126,6.7,Action,61,135,113.2,Jason Bourne: L'héritage,252634,2012
3127,6.1,Action,57,127,155.33,Blanche-Neige et le chasseur,245192,2012
3128,7.2,Comedy,66,112,65.0,The Hit Girls,234893,2012
3129,7.4,Drama,95,157,95.72,Zero Dark Thirty,233831,2012
3130,6.4,Comedy,58,83,59.65,The Dictator,232506,2012
3131,6.6,Action,51,132,73.08,John Carter,226215,2012
3132,7.1,Action,59,95,13.41,Dredd,220477,2012
3133,7.1,Sci,69,84,64.58,Chronicle,218322,2012
3134,6.3,Action,43,118,58.88,Total Recall: Mémoires programmées,216474,2012
3135,6.2,Comedy,55,113,79.73,Dark Shadows,215909,2012
3136,5.8,Action,41,131,65.42,Battleship,215066,2012
3137,7.4,Biography,86,150,182.21,Lincoln,213606,2012
3138,7.3,Crime,68,140,21.38,The Place Beyond the Pines,208712,2012
3139,8.3,Drama,77,115,0.69,La chasse,206315,2012
3140,7.2,Comedy,66,110,15.02,7 psychopathes,203519,2012
3141,7.3,Crime,58,116,37.4,Des hommes sans loi,201295,2012
3142,5.5,Adventure,52,115,292.3,"Twilight: Chapitre 5 - Révélation, 2e partie",199568,2012
3143,7.7,Action,68,109,41.0,End of Watch,198885,2012
3144,7.1,Animation,47,91,148.31,Hôtel Transylvanie,183633,2012
3145,6.7,Comedy,49,113,57.01,American Pie 4,182391,2012
3146,6.8,Horror,53,110,48.09,Sinister,180538,2012
3147,6.8,Action,52,115,126.37,Sécurité rapprochée,179312,2012
3148,6.7,Comedy,48,88,54.73,Projet X,168361,2012
3149,5.8,Action,37,99,83.67,La colère des Titans,163155,2012
3150,7.6,Drama,73,114,19.02,The Impossible,162867,2012
3151,6.8,Drama,43,104,125.01,Je te promets,161686,2012
3152,6.6,Animation,49,88,161.32,L'âge de glace 4: La dérive des continents,160538,2012
3153,6.3,Action,31,103,54.76,Target,158694,2012
3154,6.4,Drama,62,95,54.33,La dame en noir,155592,2012
3155,7.4,Drama,76,130,21.59,Mud - Sur les rives du Mississippi,147502,2012
3156,5.9,Action,42,105,37.52,Abraham Lincoln: Chasseur de vampires,136249,2012
3157,7.3,Animation,57,97,103.41,Les cinq légendes,135005,2012
3158,6.9,Animation,60,93,216.39,Madagascar 3: Bons baisers d'Europe,132149,2012
3159,6.6,Action,40,102,18.62,Dos au mur,131822,2012
3160,6.4,Action,39,88,62.32,Underworld: Nouvelle ère,131081,2012
3161,6.2,Crime,64,97,15.03,Cogan - Killing Them Softly,118744,2012
3162,5.4,Action,39,95,42.35,Resident Evil: Retribution,118070,2012
3163,7.1,Drama,86,138,16.38,The Master,117788,2012
3164,5.3,Crime,63,94,14.12,Spring Breakers,117555,2012
3165,6.1,Comedy,72,110,113.72,Magic Mike,116873,2012
3166,6.1,Comedy,50,85,86.91,"Moi, député",112973,2012
3167,6.2,Comedy,59,134,67.54,40 ans: mode d'emploi,110695,2012
3168,5.7,Action,36,102,35.35,Voisins du troisième type,110413,2012
3169,6.5,Crime,59,131,47.38,Savages,110103,2012
3170,7.0,Comedy,72,86,4.01,Safety Not Guaranteed,107295,2012
3171,6.5,Action,51,109,66.53,Contrebande,106864,2012
3172,6.5,Action,66,91,20.28,Premium Rush,101027,2012
3173,6.7,Adventure,59,101,6.62,Jusqu'à ce que la fin du monde nous sépare,95937,2012
3174,6.5,Action,55,94,17.14,Safe,90839,2012
3175,6.5,Drama,39,101,60.46,The Lucky One,86372,2012
3176,6.1,Action,48,95,14.33,Lock Out,86223,2012
3177,7.2,Comedy,67,104,2.54,Elle s'appelle Ruby,86091,2012
3178,6.4,Animation,46,86,214.03,Le Lorax,84042,2012
3179,6.2,Comedy,62,124,28.84,5 ans de réflexion,83547,2012
3180,7.0,Animation,74,87,35.29,Frankenweenie,82233,2012
3181,7.0,Animation,72,92,56.0,L'étrange pouvoir de Norman,80721,2012
3182,6.4,Action,40,105,45.29,Prof poids lourd,78365,2012
3183,7.9,Drama,94,125,6.74,Amour,78319,2012
3184,6.6,Drama,63,129,12.82,Anna Karenine,78198,2012
3185,6.4,Crime,44,110,16.01,L'ombre du mal,76816,2012
3186,5.6,Comedy,31,116,36.93,Crazy Dad,76794,2012
3187,5.6,Adventure,46,106,64.94,Blanche Neige,75339,2012
3188,5.8,Action,41,94,103.86,Voyage au centre de la Terre 2: L'île mystérieuse,74742,2012
3189,6.3,Comedy,54,112,16.69,To Rome with Love,74717,2012
3190,7.3,Adventure,86,93,12.8,Les bêtes du Sud sauvage,74390,2012
3191,7.3,Comedy,49,97,0.08,L'amour malgré tout,73537,2012
3192,7.6,Drama,64,115,7.44,Disconnect,66612,2012
3193,5.9,Comedy,47,123,38.52,Rock Forever,66001,2012
3194,5.4,Action,31,93,44.81,L'aube rouge,65938,2012
3195,5.6,Comedy,53,98,17.23,"Peace, love et plus si affinités",65806,2012
3196,7.1,Drama,37,102,11.49,The Words,65584,2012
3197,6.8,Biography,55,98,6.01,Hitchcock,64700,2012
3198,6.4,Drama,45,109,0.1,Upside Down,63066,2012
3199,5.6,Drama,31,101,31.61,La maison au bout de la rue,62792,2012
3200,5.7,Comedy,41,110,41.15,Ce qui vous attend si vous attendez un enfant,61761,2012
3201,6.5,Action,40,110,70.01,Act of Valor: Les Soldats de l'Ombre,61099,2012
3202,6.9,Action,60,106,1.94,The Iceman,61035,2012
3203,8.3,Action,89,321,0.0,Gangs of Wasseypur,57183,2012
3204,6.9,Comedy,55,95,0.02,The First Time,56634,2012
3205,7.1,Comedy,67,89,3.33,Robot & Frank,56178,2012
3206,5.4,Action,51,95,15.63,L'homme aux poings de fer,56170,2012
3207,4.6,Horror,40,88,53.92,Paranormal Activity 4,54884,2012
3208,7.5,Drama,73,120,2.06,De rouille et d'os,54579,2012
3209,8.2,Documentary,79,86,3.97,Sugar Man,54216,2012
3210,5.0,Adventure,16,95,17.53,Silent Hill: Revelation,53684,2012
3211,6.8,Drama,58,111,35.76,Une nouvelle chance,52261,2012
3212,6.2,Drama,36,114,0.05,Red Lights,52153,2012
3213,7.4,Comedy,82,86,4.06,Frances Ha,51701,2012
3214,5.9,Horror,45,92,49.13,Possédée,50755,2012
3215,5.8,Horror,55,116,0.1,V/H/S,49321,2012
3216,6.5,Drama,43,99,35.07,Sexy Dance 4: Miami Heat,48754,2012
3217,6.5,Comedy,41,95,3.3,Les derniers affranchis,48170,2012
3218,6.6,Drama,73,107,7.92,Arbitrage,44638,2012
3219,5.7,Action,48,92,9.48,Du plomb dans la tête,42192,2012
3220,5.3,Comedy,53,87,0.45,Bachelorette,40423,2012
3221,6.6,Comedy,47,105,51.85,The Odd Life of Timothy Green,40380,2012
3222,5.0,Drama,58,109,0.74,Cosmopolis,39978,2012
3223,5.5,Action,43,96,0.3,12 heures,39446,2012
3224,6.1,Horror,38,82,6.84,The Collection,39113,2012
3225,7.5,Documentary,77,99,0.89,The Imposter,39089,2012
3226,7.2,Adventure,62,118,1.52,Kon-Tiki,38488,2012
